,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
0,2022,US,United States,Expected Life Cycle of Programs,RES,residential,1110656,1644822,113782935,2294.2,thousand dollars,thousand dollars,megawatthours,megawatts
1,2022,TX,Texas,Expected Life Cycle of Programs,RES,residential,16065,92413,6561078,120.2,thousand dollars,thousand dollars,megawatthours,megawatts
2,2022,TN,Tennessee,Expected Life Cycle of Programs,RES,residential,19938,1,120517,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
3,2022,SD,South Dakota,Expected Life Cycle of Programs,RES,residential,586,463,90994,58.5,thousand dollars,thousand dollars,megawatthours,megawatts
4,2022,SC,South Carolina,Expected Life Cycle of Programs,RES,residential,6245,21400,1469839,42.5,thousand dollars,thousand dollars,megawatthours,megawatts
5,2022,RI,Rhode Island,Expected Life Cycle of Programs,RES,residential,11912,28034,255018,6.6,thousand dollars,thousand dollars,megawatthours,megawatts
6,2022,PA,Pennsylvania,Expected Life Cycle of Programs,RES,residential,26094,40165,3045470,43.6,thousand dollars,thousand dollars,megawatthours,megawatts
7,2022,OR,Oregon,Expected Life Cycle of Programs,RES,residential,15281,25794,1313810,25,thousand dollars,thousand dollars,megawatthours,megawatts
8,2022,OK,Oklahoma,Expected Life Cycle of Programs,RES,residential,11070,22493,1689139,24,thousand dollars,thousand dollars,megawatthours,megawatts
9,2022,OH,Ohio,Expected Life Cycle of Programs,RES,residential,439,7386,102036,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
10,2022,NY,New York,Expected Life Cycle of Programs,RES,residential,62817,186998,11845312,122.3,thousand dollars,thousand dollars,megawatthours,megawatts
11,2022,NV,Nevada,Expected Life Cycle of Programs,RES,residential,9741,3517,147555,7.8,thousand dollars,thousand dollars,megawatthours,megawatts
12,2022,NM,New Mexico,Expected Life Cycle of Programs,RES,residential,8991,11607,1474699,17.1,thousand dollars,thousand dollars,megawatthours,megawatts
13,2022,NJ,New Jersey,Expected Life Cycle of Programs,RES,residential,95322,192650,9281362,58.7,thousand dollars,thousand dollars,megawatthours,megawatts
14,2022,NH,New Hampshire,Expected Life Cycle of Programs,RES,residential,3687,17667,170191,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
15,2022,NE,Nebraska,Expected Life Cycle of Programs,RES,residential,691,3237,108404,3.6,thousand dollars,thousand dollars,megawatthours,megawatts
16,2022,ND,North Dakota,Expected Life Cycle of Programs,RES,residential,13,27,635,.4,thousand dollars,thousand dollars,megawatthours,megawatts
17,2022,NC,North Carolina,Expected Life Cycle of Programs,RES,residential,26928,43377,4671885,146.5,thousand dollars,thousand dollars,megawatthours,megawatts
18,2022,MT,Montana,Expected Life Cycle of Programs,RES,residential,4013,1658,312917,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
19,2022,MS,Mississippi,Expected Life Cycle of Programs,RES,residential,6085,8485,521973,11.1,thousand dollars,thousand dollars,megawatthours,megawatts
20,2022,MO,Missouri,Expected Life Cycle of Programs,RES,residential,24635,30751,1750568,43.2,thousand dollars,thousand dollars,megawatthours,megawatts
21,2022,MN,Minnesota,Expected Life Cycle of Programs,RES,residential,26208,28357,5528291,82.1,thousand dollars,thousand dollars,megawatthours,megawatts
22,2022,MI,Michigan,Expected Life Cycle of Programs,RES,residential,114492,34463,2899258,65.9,thousand dollars,thousand dollars,megawatthours,megawatts
23,2022,ME,Maine,Expected Life Cycle of Programs,RES,residential,6973,26326,1706434,9.4,thousand dollars,thousand dollars,megawatthours,megawatts
24,2022,MD,Maryland,Expected Life Cycle of Programs,RES,residential,44587,76839,2005686,109.1,thousand dollars,thousand dollars,megawatthours,megawatts
25,2022,MA,Massachusetts,Expected Life Cycle of Programs,RES,residential,49443,132802,626413,21.9,thousand dollars,thousand dollars,megawatthours,megawatts
26,2022,LA,Louisiana,Expected Life Cycle of Programs,RES,residential,5914,9844,1006362,15.2,thousand dollars,thousand dollars,megawatthours,megawatts
27,2022,KY,Kentucky,Expected Life Cycle of Programs,RES,residential,2382,1472,261188,3.1,thousand dollars,thousand dollars,megawatthours,megawatts
28,2022,KS,Kansas,Expected Life Cycle of Programs,RES,residential,62,97,771,.1,thousand dollars,thousand dollars,megawatthours,megawatts
29,2022,IN,Indiana,Expected Life Cycle of Programs,RES,residential,29922,12983,1506313,49.8,thousand dollars,thousand dollars,megawatthours,megawatts
30,2022,IL,Illinois,Expected Life Cycle of Programs,RES,residential,65063,120742,12215018,147.3,thousand dollars,thousand dollars,megawatthours,megawatts
31,2022,ID,Idaho,Expected Life Cycle of Programs,RES,residential,8739,2552,352748,82.7,thousand dollars,thousand dollars,megawatthours,megawatts
32,2022,IA,Iowa,Expected Life Cycle of Programs,RES,residential,9075,8280,558478,16.3,thousand dollars,thousand dollars,megawatthours,megawatts
33,2022,HI,Hawaii,Expected Life Cycle of Programs,RES,residential,4484,7502,481034,8.1,thousand dollars,thousand dollars,megawatthours,megawatts
34,2022,GA,Georgia,Expected Life Cycle of Programs,RES,residential,8745,10948,1156414,18.9,thousand dollars,thousand dollars,megawatthours,megawatts
35,2022,FL,Florida,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
36,2022,FL,Florida,Expected Life Cycle of Programs,IND,industrial,512,3167,41400,.5,thousand dollars,thousand dollars,megawatthours,megawatts
37,2022,DE,Delaware,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
38,2022,DC,District of Columbia,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
39,2022,CT,Connecticut,Expected Life Cycle of Programs,IND,industrial,4972,14654,468157,9.7,thousand dollars,thousand dollars,megawatthours,megawatts
40,2022,CO,Colorado,Expected Life Cycle of Programs,IND,industrial,2384,7722,559214,13.6,thousand dollars,thousand dollars,megawatthours,megawatts
41,2022,CA,California,Expected Life Cycle of Programs,IND,industrial,32637,10488,820803,12.3,thousand dollars,thousand dollars,megawatthours,megawatts
42,2022,AZ,Arizona,Expected Life Cycle of Programs,IND,industrial,314,301,430822,20.4,thousand dollars,thousand dollars,megawatthours,megawatts
43,2022,AR,Arkansas,Expected Life Cycle of Programs,IND,industrial,4685,7268,817843,20.9,thousand dollars,thousand dollars,megawatthours,megawatts
44,2022,AL,Alabama,Expected Life Cycle of Programs,IND,industrial,90,10,4759,.1,thousand dollars,thousand dollars,megawatthours,megawatts
45,2022,AK,Alaska,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
46,2022,AZ,Arizona,Expected Life Cycle of Programs,RES,residential,24413,41258,6521484,222.5,thousand dollars,thousand dollars,megawatthours,megawatts
47,2022,AR,Arkansas,Expected Life Cycle of Programs,RES,residential,11450,24852,2391212,30.8,thousand dollars,thousand dollars,megawatthours,megawatts
48,2022,AL,Alabama,Expected Life Cycle of Programs,RES,residential,2886,2018,99927,21.2,thousand dollars,thousand dollars,megawatthours,megawatts
49,2022,AK,Alaska,Expected Life Cycle of Programs,RES,residential,8,0,937,.1,thousand dollars,thousand dollars,megawatthours,megawatts
50,2022,WY,Wyoming,Expected Life Cycle of Programs,TOT,all sectors,5006,3811,400747,5.9,thousand dollars,thousand dollars,megawatthours,megawatts
51,2022,WV,West Virginia,Expected Life Cycle of Programs,TOT,all sectors,1658,1572,29136,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
52,2022,WI,Wisconsin,Expected Life Cycle of Programs,TOT,all sectors,35654,54925,8043762,83.4,thousand dollars,thousand dollars,megawatthours,megawatts
53,2022,WA,Washington,Expected Life Cycle of Programs,TOT,all sectors,65195,140063,6272597,579.6,thousand dollars,thousand dollars,megawatthours,megawatts
54,2022,VT,Vermont,Expected Life Cycle of Programs,TOT,all sectors,19866,22668,1234224,14.8,thousand dollars,thousand dollars,megawatthours,megawatts
55,2022,VA,Virginia,Expected Life Cycle of Programs,TOT,all sectors,39330,38843,3949972,47.2,thousand dollars,thousand dollars,megawatthours,megawatts
56,2022,UT,Utah,Expected Life Cycle of Programs,TOT,all sectors,24975,32362,3052610,40.1,thousand dollars,thousand dollars,megawatthours,megawatts
57,2022,US,United States,Expected Life Cycle of Programs,TOT,all sectors,2216696,3374379,273589534,5216.1,thousand dollars,thousand dollars,megawatthours,megawatts
58,2022,TX,Texas,Expected Life Cycle of Programs,TOT,all sectors,24974,145666,13567581,273,thousand dollars,thousand dollars,megawatthours,megawatts
59,2022,TN,Tennessee,Expected Life Cycle of Programs,TOT,all sectors,24127,2464,457263,4.4,thousand dollars,thousand dollars,megawatthours,megawatts
60,2022,SD,South Dakota,Expected Life Cycle of Programs,TOT,all sectors,969,1487,315344,75.3,thousand dollars,thousand dollars,megawatthours,megawatts
61,2022,SC,South Carolina,Expected Life Cycle of Programs,TOT,all sectors,12966,37473,3374369,63.4,thousand dollars,thousand dollars,megawatthours,megawatts
62,2022,RI,Rhode Island,Expected Life Cycle of Programs,TOT,all sectors,19650,57417,894836,17.9,thousand dollars,thousand dollars,megawatthours,megawatts
63,2022,PA,Pennsylvania,Expected Life Cycle of Programs,TOT,all sectors,52311,88825,9136835,130.9,thousand dollars,thousand dollars,megawatthours,megawatts
64,2022,OR,Oregon,Expected Life Cycle of Programs,TOT,all sectors,57232,72146,5779387,73.2,thousand dollars,thousand dollars,megawatthours,megawatts
65,2022,OK,Oklahoma,Expected Life Cycle of Programs,TOT,all sectors,23737,38580,3712416,51.7,thousand dollars,thousand dollars,megawatthours,megawatts
66,2022,OH,Ohio,Expected Life Cycle of Programs,TOT,all sectors,462,7682,177158,4.2,thousand dollars,thousand dollars,megawatthours,megawatts
67,2022,NY,New York,Expected Life Cycle of Programs,TOT,all sectors,108225,356912,23181171,236.1,thousand dollars,thousand dollars,megawatthours,megawatts
68,2022,NV,Nevada,Expected Life Cycle of Programs,TOT,all sectors,17451,10545,1752783,36.5,thousand dollars,thousand dollars,megawatthours,megawatts
69,2022,NM,New Mexico,Expected Life Cycle of Programs,TOT,all sectors,19847,20820,2653408,26.5,thousand dollars,thousand dollars,megawatthours,megawatts
70,2022,NJ,New Jersey,Expected Life Cycle of Programs,TOT,all sectors,163383,357743,17774165,198.6,thousand dollars,thousand dollars,megawatthours,megawatts
71,2022,NH,New Hampshire,Expected Life Cycle of Programs,TOT,all sectors,8096,39174,1066514,21.7,thousand dollars,thousand dollars,megawatthours,megawatts
72,2022,NE,Nebraska,Expected Life Cycle of Programs,TOT,all sectors,1569,5089,439832,9.9,thousand dollars,thousand dollars,megawatthours,megawatts
73,2022,ND,North Dakota,Expected Life Cycle of Programs,TOT,all sectors,37,51,2519,.9,thousand dollars,thousand dollars,megawatthours,megawatts
74,2022,NC,North Carolina,Expected Life Cycle of Programs,TOT,all sectors,41704,74360,7935342,208,thousand dollars,thousand dollars,megawatthours,megawatts
75,2022,MT,Montana,Expected Life Cycle of Programs,TOT,all sectors,9001,5776,1135522,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
76,2022,MS,Mississippi,Expected Life Cycle of Programs,TOT,all sectors,10263,14141,939258,18.2,thousand dollars,thousand dollars,megawatthours,megawatts
77,2022,MO,Missouri,Expected Life Cycle of Programs,TOT,all sectors,45788,55760,4795283,96.2,thousand dollars,thousand dollars,megawatthours,megawatts
78,2022,MN,Minnesota,Expected Life Cycle of Programs,TOT,all sectors,65281,73166,13156889,201.4,thousand dollars,thousand dollars,megawatthours,megawatts
79,2022,MI,Michigan,Expected Life Cycle of Programs,TOT,all sectors,241452,100731,16022225,261.7,thousand dollars,thousand dollars,megawatthours,megawatts
80,2022,ME,Maine,Expected Life Cycle of Programs,TOT,all sectors,10119,37290,2301680,16.1,thousand dollars,thousand dollars,megawatthours,megawatts
81,2022,MD,Maryland,Expected Life Cycle of Programs,TOT,all sectors,85016,164597,6345791,160.2,thousand dollars,thousand dollars,megawatthours,megawatts
82,2022,MA,Massachusetts,Expected Life Cycle of Programs,TOT,all sectors,81251,228936,5003711,77.5,thousand dollars,thousand dollars,megawatthours,megawatts
83,2022,LA,Louisiana,Expected Life Cycle of Programs,TOT,all sectors,12488,18003,2021810,29,thousand dollars,thousand dollars,megawatthours,megawatts
84,2022,KY,Kentucky,Expected Life Cycle of Programs,TOT,all sectors,2875,2190,1398800,14,thousand dollars,thousand dollars,megawatthours,megawatts
85,2022,KS,Kansas,Expected Life Cycle of Programs,TOT,all sectors,74,97,771,.1,thousand dollars,thousand dollars,megawatthours,megawatts
86,2022,IN,Indiana,Expected Life Cycle of Programs,TOT,all sectors,47268,47310,5762738,95.7,thousand dollars,thousand dollars,megawatthours,megawatts
87,2022,IL,Illinois,Expected Life Cycle of Programs,TOT,all sectors,137000,312235,25350395,329.3,thousand dollars,thousand dollars,megawatthours,megawatts
88,2022,ID,Idaho,Expected Life Cycle of Programs,TOT,all sectors,20478,22364,2392456,383.9,thousand dollars,thousand dollars,megawatthours,megawatts
89,2022,IA,Iowa,Expected Life Cycle of Programs,TOT,all sectors,16474,27005,2886909,52.9,thousand dollars,thousand dollars,megawatthours,megawatts
90,2022,HI,Hawaii,Expected Life Cycle of Programs,TOT,all sectors,9584,19447,1189900,16,thousand dollars,thousand dollars,megawatthours,megawatts
91,2022,GA,Georgia,Expected Life Cycle of Programs,TOT,all sectors,20324,26099,6126867,119.6,thousand dollars,thousand dollars,megawatthours,megawatts
92,2022,FL,Florida,Expected Life Cycle of Programs,TOT,all sectors,27511,56765,3027516,69.3,thousand dollars,thousand dollars,megawatthours,megawatts
93,2022,DE,Delaware,Expected Life Cycle of Programs,TOT,all sectors,1942,14006,511092,20.8,thousand dollars,thousand dollars,megawatthours,megawatts
94,2022,DC,District of Columbia,Expected Life Cycle of Programs,TOT,all sectors,9842,9202,783502,8.4,thousand dollars,thousand dollars,megawatthours,megawatts
95,2022,CT,Connecticut,Expected Life Cycle of Programs,TOT,all sectors,35693,153618,2899878,57.9,thousand dollars,thousand dollars,megawatthours,megawatts
96,2022,CO,Colorado,Expected Life Cycle of Programs,TOT,all sectors,34466,65147,7747070,127.3,thousand dollars,thousand dollars,megawatthours,megawatts
97,2022,CA,California,Expected Life Cycle of Programs,TOT,all sectors,453857,199590,30351392,446.9,thousand dollars,thousand dollars,megawatthours,megawatts
98,2022,AZ,Arizona,Expected Life Cycle of Programs,TOT,all sectors,42523,63232,11863069,308.8,thousand dollars,thousand dollars,megawatthours,megawatts
99,2022,AR,Arkansas,Expected Life Cycle of Programs,TOT,all sectors,23747,44552,4247580,76.6,thousand dollars,thousand dollars,megawatthours,megawatts
100,2022,AL,Alabama,Expected Life Cycle of Programs,TOT,all sectors,3945,2443,122524,21.5,thousand dollars,thousand dollars,megawatthours,megawatts
101,2022,AK,Alaska,Expected Life Cycle of Programs,TOT,all sectors,8,0,937,.1,thousand dollars,thousand dollars,megawatthours,megawatts
102,2022,WV,West Virginia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
103,2022,WI,Wisconsin,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
104,2022,WA,Washington,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
105,2022,VT,Vermont,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
106,2022,VA,Virginia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
107,2022,UT,Utah,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
108,2022,US,United States,Expected Life Cycle of Programs,TRN,transportation,0,0,2085,0,thousand dollars,thousand dollars,megawatthours,megawatts
109,2022,TX,Texas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
110,2022,TN,Tennessee,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
111,2022,SD,South Dakota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
112,2022,SC,South Carolina,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
113,2022,RI,Rhode Island,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
114,2022,PA,Pennsylvania,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
115,2022,OR,Oregon,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
116,2022,OK,Oklahoma,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
117,2022,OH,Ohio,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
118,2022,NY,New York,Expected Life Cycle of Programs,TRN,transportation,0,0,2085,0,thousand dollars,thousand dollars,megawatthours,megawatts
119,2022,NV,Nevada,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
120,2022,NM,New Mexico,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
121,2022,NJ,New Jersey,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
122,2022,NH,New Hampshire,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
123,2022,NE,Nebraska,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
124,2022,ND,North Dakota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
125,2022,NC,North Carolina,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
126,2022,MT,Montana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
127,2022,MS,Mississippi,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
128,2022,MO,Missouri,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
129,2022,MN,Minnesota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
130,2022,MI,Michigan,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
131,2022,ME,Maine,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
132,2022,MD,Maryland,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
133,2022,MA,Massachusetts,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
134,2022,LA,Louisiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
135,2022,KY,Kentucky,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
136,2022,KS,Kansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
137,2022,IN,Indiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
138,2022,IL,Illinois,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
139,2022,ID,Idaho,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
140,2022,IA,Iowa,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
141,2022,HI,Hawaii,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
142,2022,GA,Georgia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
143,2022,DE,Delaware,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
144,2022,DC,District of Columbia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
145,2022,CT,Connecticut,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
146,2022,CO,Colorado,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
147,2022,CA,California,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
148,2022,AZ,Arizona,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
149,2022,AR,Arkansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
150,2022,AL,Alabama,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
151,2022,AK,Alaska,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
152,2022,ND,North Dakota,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
153,2022,NC,North Carolina,Expected Life Cycle of Programs,IND,industrial,45,44,4869,.6,thousand dollars,thousand dollars,megawatthours,megawatts
154,2022,MT,Montana,Expected Life Cycle of Programs,IND,industrial,7,234,12846,0,thousand dollars,thousand dollars,megawatthours,megawatts
155,2022,MS,Mississippi,Expected Life Cycle of Programs,IND,industrial,174,59,21118,.6,thousand dollars,thousand dollars,megawatthours,megawatts
156,2022,MO,Missouri,Expected Life Cycle of Programs,IND,industrial,1557,1965,259104,2.3,thousand dollars,thousand dollars,megawatthours,megawatts
157,2022,MN,Minnesota,Expected Life Cycle of Programs,IND,industrial,11560,7045,1433886,14.2,thousand dollars,thousand dollars,megawatthours,megawatts
158,2022,MI,Michigan,Expected Life Cycle of Programs,IND,industrial,8976,15889,1545520,20.8,thousand dollars,thousand dollars,megawatthours,megawatts
159,2022,ME,Maine,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
160,2022,MD,Maryland,Expected Life Cycle of Programs,IND,industrial,2056,4941,255200,2.3,thousand dollars,thousand dollars,megawatthours,megawatts
161,2022,MA,Massachusetts,Expected Life Cycle of Programs,IND,industrial,239,267,625375,8.7,thousand dollars,thousand dollars,megawatthours,megawatts
162,2022,LA,Louisiana,Expected Life Cycle of Programs,IND,industrial,55,58,6318,.2,thousand dollars,thousand dollars,megawatthours,megawatts
163,2022,KY,Kentucky,Expected Life Cycle of Programs,IND,industrial,5,37,2210,0,thousand dollars,thousand dollars,megawatthours,megawatts
164,2022,KS,Kansas,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
165,2022,IN,Indiana,Expected Life Cycle of Programs,IND,industrial,680,1292,181880,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
166,2022,IL,Illinois,Expected Life Cycle of Programs,IND,industrial,192,1177,73428,1.2,thousand dollars,thousand dollars,megawatthours,megawatts
167,2022,ID,Idaho,Expected Life Cycle of Programs,IND,industrial,5229,10679,987442,131.2,thousand dollars,thousand dollars,megawatthours,megawatts
168,2022,IA,Iowa,Expected Life Cycle of Programs,IND,industrial,2412,6712,526771,9.2,thousand dollars,thousand dollars,megawatthours,megawatts
169,2022,HI,Hawaii,Expected Life Cycle of Programs,IND,industrial,6,22,1074,.1,thousand dollars,thousand dollars,megawatthours,megawatts
170,2022,GA,Georgia,Expected Life Cycle of Programs,IND,industrial,6,3,61783,.6,thousand dollars,thousand dollars,megawatthours,megawatts
171,2022,FL,Florida,Expected Life Cycle of Programs,RES,residential,18295,19285,2010627,48.2,thousand dollars,thousand dollars,megawatthours,megawatts
172,2022,DE,Delaware,Expected Life Cycle of Programs,RES,residential,1835,10542,392365,20.8,thousand dollars,thousand dollars,megawatthours,megawatts
173,2022,DC,District of Columbia,Expected Life Cycle of Programs,RES,residential,4359,4894,366582,4,thousand dollars,thousand dollars,megawatthours,megawatts
174,2022,CT,Connecticut,Expected Life Cycle of Programs,RES,residential,23603,86363,762565,12.3,thousand dollars,thousand dollars,megawatthours,megawatts
175,2022,CO,Colorado,Expected Life Cycle of Programs,RES,residential,14674,22670,2329774,55.8,thousand dollars,thousand dollars,megawatthours,megawatts
176,2022,CA,California,Expected Life Cycle of Programs,RES,residential,187349,88112,14327358,250.4,thousand dollars,thousand dollars,megawatthours,megawatts
177,2022,WY,Wyoming,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
178,2022,WY,Wyoming,Expected Life Cycle of Programs,IND,industrial,2255,1423,216947,2.8,thousand dollars,thousand dollars,megawatthours,megawatts
179,2022,WV,West Virginia,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
180,2022,WI,Wisconsin,Expected Life Cycle of Programs,IND,industrial,10498,11853,2398961,20.8,thousand dollars,thousand dollars,megawatthours,megawatts
181,2022,WA,Washington,Expected Life Cycle of Programs,IND,industrial,5081,18976,1522205,55.4,thousand dollars,thousand dollars,megawatthours,megawatts
182,2022,VT,Vermont,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
183,2022,VA,Virginia,Expected Life Cycle of Programs,IND,industrial,48,60,5684,.2,thousand dollars,thousand dollars,megawatthours,megawatts
184,2022,UT,Utah,Expected Life Cycle of Programs,IND,industrial,4012,3034,377795,4.7,thousand dollars,thousand dollars,megawatthours,megawatts
185,2022,US,United States,Expected Life Cycle of Programs,IND,industrial,141385,197812,22384375,472.5,thousand dollars,thousand dollars,megawatthours,megawatts
186,2022,TX,Texas,Expected Life Cycle of Programs,IND,industrial,615,881,385074,8.4,thousand dollars,thousand dollars,megawatthours,megawatts
187,2022,TN,Tennessee,Expected Life Cycle of Programs,IND,industrial,1506,345,170883,1.2,thousand dollars,thousand dollars,megawatthours,megawatts
188,2022,SD,South Dakota,Expected Life Cycle of Programs,IND,industrial,76,49,10291,11.6,thousand dollars,thousand dollars,megawatthours,megawatts
189,2022,SC,South Carolina,Expected Life Cycle of Programs,IND,industrial,624,773,111254,.7,thousand dollars,thousand dollars,megawatthours,megawatts
190,2022,RI,Rhode Island,Expected Life Cycle of Programs,IND,industrial,2355,8945,195101,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
191,2022,PA,Pennsylvania,Expected Life Cycle of Programs,IND,industrial,7871,7984,2203712,34.3,thousand dollars,thousand dollars,megawatthours,megawatts
192,2022,OR,Oregon,Expected Life Cycle of Programs,IND,industrial,14247,18748,2354481,22,thousand dollars,thousand dollars,megawatthours,megawatts
193,2022,OK,Oklahoma,Expected Life Cycle of Programs,IND,industrial,4078,4866,534585,7.5,thousand dollars,thousand dollars,megawatthours,megawatts
194,2022,OH,Ohio,Expected Life Cycle of Programs,IND,industrial,0,7,775,0,thousand dollars,thousand dollars,megawatthours,megawatts
