,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
3655,2014,LA,Louisiana,Expected Life Cycle of Programs,COM,commercial,860,715,114839,1.2,thousand dollars,thousand dollars,megawatthours,megawatts
3656,2014,KY,Kentucky,Expected Life Cycle of Programs,COM,commercial,4228,5758,733492,44,thousand dollars,thousand dollars,megawatthours,megawatts
3657,2014,KS,Kansas,Expected Life Cycle of Programs,COM,commercial,1,69,3038,.3,thousand dollars,thousand dollars,megawatthours,megawatts
3658,2014,IN,Indiana,Expected Life Cycle of Programs,COM,commercial,16710,42689,5214567,398,thousand dollars,thousand dollars,megawatthours,megawatts
3659,2014,IL,Illinois,Expected Life Cycle of Programs,COM,commercial,34614,73690,9479968,146.2,thousand dollars,thousand dollars,megawatthours,megawatts
3660,2014,ID,Idaho,Expected Life Cycle of Programs,COM,commercial,3610,4578,542291,5.8,thousand dollars,thousand dollars,megawatthours,megawatts
3661,2014,IA,Iowa,Expected Life Cycle of Programs,COM,commercial,4910,23734,2264202,34.9,thousand dollars,thousand dollars,megawatthours,megawatts
3662,2014,HI,Hawaii,Expected Life Cycle of Programs,COM,commercial,7758,11027,706016,14.7,thousand dollars,thousand dollars,megawatthours,megawatts
3663,2014,GA,Georgia,Expected Life Cycle of Programs,COM,commercial,7243,9297,2816914,64.5,thousand dollars,thousand dollars,megawatthours,megawatts
3664,2014,FL,Florida,Expected Life Cycle of Programs,COM,commercial,10397,8443,1047071,24.7,thousand dollars,thousand dollars,megawatthours,megawatts
3665,2014,DE,Delaware,Expected Life Cycle of Programs,COM,commercial,0,807,36423,0,thousand dollars,thousand dollars,megawatthours,megawatts
3666,2014,DC,District of Columbia,Expected Life Cycle of Programs,COM,commercial,5499,4731,407139,0,thousand dollars,thousand dollars,megawatthours,megawatts
3667,2014,CT,Connecticut,Expected Life Cycle of Programs,COM,commercial,26373,47036,2264019,24.4,thousand dollars,thousand dollars,megawatthours,megawatts
3668,2014,CO,Colorado,Expected Life Cycle of Programs,COM,commercial,12118,25360,2869135,37.4,thousand dollars,thousand dollars,megawatthours,megawatts
3669,2014,CA,California,Expected Life Cycle of Programs,COM,commercial,276955,232586,19939155,305.7,thousand dollars,thousand dollars,megawatthours,megawatts
3670,2014,AZ,Arizona,Expected Life Cycle of Programs,COM,commercial,18091,32030,5857227,72,thousand dollars,thousand dollars,megawatthours,megawatts
3671,2014,AR,Arkansas,Expected Life Cycle of Programs,COM,commercial,7365,14754,1115018,15.1,thousand dollars,thousand dollars,megawatthours,megawatts
3672,2014,AL,Alabama,Expected Life Cycle of Programs,COM,commercial,1252,821,175324,4.5,thousand dollars,thousand dollars,megawatthours,megawatts
3673,2014,AK,Alaska,Expected Life Cycle of Programs,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3674,2014,NY,New York,Expected Life Cycle of Programs,COM,commercial,65912,174418,16373966,246,thousand dollars,thousand dollars,megawatthours,megawatts
3675,2014,NV,Nevada,Expected Life Cycle of Programs,COM,commercial,5584,7060,1414350,19.6,thousand dollars,thousand dollars,megawatthours,megawatts
3676,2014,NM,New Mexico,Expected Life Cycle of Programs,COM,commercial,3223,5333,516345,101,thousand dollars,thousand dollars,megawatthours,megawatts
3677,2014,NJ,New Jersey,Expected Life Cycle of Programs,COM,commercial,12215,85687,3453916,48.5,thousand dollars,thousand dollars,megawatthours,megawatts
3678,2014,NH,New Hampshire,Expected Life Cycle of Programs,COM,commercial,2134,7161,490430,12.2,thousand dollars,thousand dollars,megawatthours,megawatts
3679,2014,NE,Nebraska,Expected Life Cycle of Programs,COM,commercial,608,12865,1947354,8.1,thousand dollars,thousand dollars,megawatthours,megawatts
3680,2014,ND,North Dakota,Expected Life Cycle of Programs,COM,commercial,23,24,4342,2.4,thousand dollars,thousand dollars,megawatthours,megawatts
3681,2014,NC,North Carolina,Expected Life Cycle of Programs,COM,commercial,7674,34825,2830124,330.1,thousand dollars,thousand dollars,megawatthours,megawatts
3682,2014,MT,Montana,Expected Life Cycle of Programs,COM,commercial,3587,2977,790788,124.9,thousand dollars,thousand dollars,megawatthours,megawatts
3683,2014,MS,Mississippi,Expected Life Cycle of Programs,COM,commercial,1397,1707,292098,5,thousand dollars,thousand dollars,megawatthours,megawatts
3684,2014,MO,Missouri,Expected Life Cycle of Programs,COM,commercial,8594,21733,2842780,69.7,thousand dollars,thousand dollars,megawatthours,megawatts
3685,2014,MN,Minnesota,Expected Life Cycle of Programs,COM,commercial,62904,28195,6321165,87,thousand dollars,thousand dollars,megawatthours,megawatts
3686,2014,MI,Michigan,Expected Life Cycle of Programs,COM,commercial,51040,19402,11746598,88.6,thousand dollars,thousand dollars,megawatthours,megawatts
3687,2014,ME,Maine,Reporting Year,COM,commercial,2500,6625,50259,6.3,thousand dollars,thousand dollars,megawatthours,megawatts
3688,2014,MD,Maryland,Reporting Year,COM,commercial,31477,142401,357614,64.7,thousand dollars,thousand dollars,megawatthours,megawatts
3689,2014,MA,Massachusetts,Reporting Year,COM,commercial,48252,153448,660236,88.5,thousand dollars,thousand dollars,megawatthours,megawatts
3690,2014,LA,Louisiana,Reporting Year,COM,commercial,860,715,8328,1.2,thousand dollars,thousand dollars,megawatthours,megawatts
3691,2014,KY,Kentucky,Reporting Year,COM,commercial,4228,5758,83553,44,thousand dollars,thousand dollars,megawatthours,megawatts
3692,2014,KS,Kansas,Reporting Year,COM,commercial,1,69,163,.3,thousand dollars,thousand dollars,megawatthours,megawatts
3693,2014,IN,Indiana,Reporting Year,COM,commercial,16710,42689,449834,406.3,thousand dollars,thousand dollars,megawatthours,megawatts
3694,2014,IL,Illinois,Reporting Year,COM,commercial,34614,73690,1014201,146.6,thousand dollars,thousand dollars,megawatthours,megawatts
3695,2014,ID,Idaho,Reporting Year,COM,commercial,3610,4578,43948,5,thousand dollars,thousand dollars,megawatthours,megawatts
3696,2014,IA,Iowa,Reporting Year,COM,commercial,4910,23734,152599,36.4,thousand dollars,thousand dollars,megawatthours,megawatts
3697,2014,HI,Hawaii,Reporting Year,COM,commercial,7758,11027,65214,14.7,thousand dollars,thousand dollars,megawatthours,megawatts
3698,2014,GA,Georgia,Reporting Year,COM,commercial,7243,9297,287395,72.1,thousand dollars,thousand dollars,megawatthours,megawatts
3699,2014,FL,Florida,Reporting Year,COM,commercial,10397,8443,115672,24.6,thousand dollars,thousand dollars,megawatthours,megawatts
3700,2014,DE,Delaware,Reporting Year,COM,commercial,0,807,3002,0,thousand dollars,thousand dollars,megawatthours,megawatts
3701,2014,DC,District of Columbia,Reporting Year,COM,commercial,5499,4731,35944,5,thousand dollars,thousand dollars,megawatthours,megawatts
3702,2014,CT,Connecticut,Reporting Year,COM,commercial,26373,47036,181266,23.4,thousand dollars,thousand dollars,megawatthours,megawatts
3703,2014,CO,Colorado,Reporting Year,COM,commercial,12118,25360,189710,37.1,thousand dollars,thousand dollars,megawatthours,megawatts
3704,2014,CA,California,Reporting Year,COM,commercial,276955,232586,1846360,303.3,thousand dollars,thousand dollars,megawatthours,megawatts
3705,2014,AZ,Arizona,Reporting Year,COM,commercial,18091,32030,432858,72,thousand dollars,thousand dollars,megawatthours,megawatts
3706,2014,AR,Arkansas,Reporting Year,COM,commercial,7365,14754,91864,31.3,thousand dollars,thousand dollars,megawatthours,megawatts
3707,2014,AL,Alabama,Reporting Year,COM,commercial,1252,821,16524,7.9,thousand dollars,thousand dollars,megawatthours,megawatts
3708,2014,AK,Alaska,Reporting Year,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3709,2014,WI,Wisconsin,Reporting Year,COM,commercial,10182,14968,232525,34.7,thousand dollars,thousand dollars,megawatthours,megawatts
3710,2014,WA,Washington,Reporting Year,COM,commercial,29540,52393,313424,103.1,thousand dollars,thousand dollars,megawatthours,megawatts
3711,2014,VT,Vermont,Reporting Year,COM,commercial,11978,14827,65660,7.3,thousand dollars,thousand dollars,megawatthours,megawatts
3712,2014,WY,Wyoming,Reporting Year,COM,commercial,1157,904,6090,.9,thousand dollars,thousand dollars,megawatthours,megawatts
3713,2014,WV,West Virginia,Reporting Year,COM,commercial,2441,1826,34888,2.7,thousand dollars,thousand dollars,megawatthours,megawatts
3714,2014,VA,Virginia,Reporting Year,COM,commercial,4228,12572,58334,4.7,thousand dollars,thousand dollars,megawatthours,megawatts
3715,2014,UT,Utah,Reporting Year,COM,commercial,7398,10485,80976,14.3,thousand dollars,thousand dollars,megawatthours,megawatts
3716,2014,US,United States,Reporting Year,COM,commercial,911967,1561358,11928798,2888.8,thousand dollars,thousand dollars,megawatthours,megawatts
3717,2014,TX,Texas,Reporting Year,COM,commercial,7937,58880,398633,99.7,thousand dollars,thousand dollars,megawatthours,megawatts
3718,2014,TN,Tennessee,Reporting Year,COM,commercial,6702,8160,106296,19,thousand dollars,thousand dollars,megawatthours,megawatts
3719,2014,SD,South Dakota,Reporting Year,COM,commercial,1504,762,7332,9.3,thousand dollars,thousand dollars,megawatthours,megawatts
3720,2014,SC,South Carolina,Reporting Year,COM,commercial,5627,15477,120539,119.3,thousand dollars,thousand dollars,megawatthours,megawatts
3721,2014,RI,Rhode Island,Reporting Year,COM,commercial,4692,23731,104647,15.5,thousand dollars,thousand dollars,megawatthours,megawatts
3722,2014,PA,Pennsylvania,Reporting Year,COM,commercial,32981,39489,406310,59.2,thousand dollars,thousand dollars,megawatthours,megawatts
3723,2014,OR,Oregon,Reporting Year,COM,commercial,23454,29836,205116,4,thousand dollars,thousand dollars,megawatthours,megawatts
3724,2014,OK,Oklahoma,Reporting Year,COM,commercial,1705,7116,84583,17.3,thousand dollars,thousand dollars,megawatthours,megawatts
3725,2014,OH,Ohio,Reporting Year,COM,commercial,15333,27946,459078,164.9,thousand dollars,thousand dollars,megawatthours,megawatts
3726,2014,NY,New York,Reporting Year,COM,commercial,65912,174418,881303,160.9,thousand dollars,thousand dollars,megawatthours,megawatts
3727,2014,NV,Nevada,Reporting Year,COM,commercial,5584,7060,148998,19.6,thousand dollars,thousand dollars,megawatthours,megawatts
3728,2014,NM,New Mexico,Reporting Year,COM,commercial,3223,5333,43589,13,thousand dollars,thousand dollars,megawatthours,megawatts
3729,2014,NJ,New Jersey,Reporting Year,COM,commercial,12215,85687,242132,48.5,thousand dollars,thousand dollars,megawatthours,megawatts
3730,2014,NH,New Hampshire,Reporting Year,COM,commercial,2134,7161,37971,4.9,thousand dollars,thousand dollars,megawatthours,megawatts
3731,2014,NE,Nebraska,Reporting Year,COM,commercial,608,12865,151852,8.1,thousand dollars,thousand dollars,megawatthours,megawatts
3732,2014,ND,North Dakota,Reporting Year,COM,commercial,23,24,369,.2,thousand dollars,thousand dollars,megawatthours,megawatts
3733,2014,NC,North Carolina,Reporting Year,COM,commercial,7674,34825,346861,328,thousand dollars,thousand dollars,megawatthours,megawatts
3734,2014,MT,Montana,Reporting Year,COM,commercial,3587,2977,31831,3.8,thousand dollars,thousand dollars,megawatthours,megawatts
3735,2014,MS,Mississippi,Reporting Year,COM,commercial,1397,1707,22160,5,thousand dollars,thousand dollars,megawatthours,megawatts
3736,2014,MO,Missouri,Reporting Year,COM,commercial,8594,21733,208110,30.6,thousand dollars,thousand dollars,megawatthours,megawatts
3737,2014,MN,Minnesota,Reporting Year,COM,commercial,62904,28195,430781,104.6,thousand dollars,thousand dollars,megawatthours,megawatts
3738,2014,MI,Michigan,Reporting Year,COM,commercial,51040,19402,611866,94.9,thousand dollars,thousand dollars,megawatthours,megawatts
3739,2014,ME,Maine,Expected Life Cycle of Programs,RES,residential,2666,9154,1396706,12.4,thousand dollars,thousand dollars,megawatthours,megawatts
3740,2014,MD,Maryland,Expected Life Cycle of Programs,RES,residential,35189,70680,2627202,57.1,thousand dollars,thousand dollars,megawatthours,megawatts
3741,2014,MA,Massachusetts,Expected Life Cycle of Programs,RES,residential,66504,199258,4437698,78.1,thousand dollars,thousand dollars,megawatthours,megawatts
3742,2014,LA,Louisiana,Expected Life Cycle of Programs,RES,residential,999,2036,116642,78.4,thousand dollars,thousand dollars,megawatthours,megawatts
3743,2014,KY,Kentucky,Expected Life Cycle of Programs,RES,residential,19859,9880,1204774,48.6,thousand dollars,thousand dollars,megawatthours,megawatts
3744,2014,KS,Kansas,Expected Life Cycle of Programs,RES,residential,11,419,24157,4.8,thousand dollars,thousand dollars,megawatthours,megawatts
3745,2014,IN,Indiana,Expected Life Cycle of Programs,RES,residential,42131,13297,1767867,117.3,thousand dollars,thousand dollars,megawatthours,megawatts
3746,2014,IL,Illinois,Expected Life Cycle of Programs,RES,residential,28497,49582,5115464,93.4,thousand dollars,thousand dollars,megawatthours,megawatts
3747,2014,ID,Idaho,Expected Life Cycle of Programs,RES,residential,8965,4702,638402,7.5,thousand dollars,thousand dollars,megawatthours,megawatts
3748,2014,IA,Iowa,Expected Life Cycle of Programs,RES,residential,14568,34986,2084328,45.9,thousand dollars,thousand dollars,megawatthours,megawatts
3749,2014,HI,Hawaii,Expected Life Cycle of Programs,RES,residential,6052,9757,896847,13.3,thousand dollars,thousand dollars,megawatthours,megawatts
3750,2014,GA,Georgia,Expected Life Cycle of Programs,RES,residential,11104,9970,738427,14.2,thousand dollars,thousand dollars,megawatthours,megawatts
3751,2014,FL,Florida,Expected Life Cycle of Programs,RES,residential,29735,29248,1179633,416,thousand dollars,thousand dollars,megawatthours,megawatts
3752,2014,DE,Delaware,Expected Life Cycle of Programs,RES,residential,0,643,24242,0,thousand dollars,thousand dollars,megawatthours,megawatts
3753,2014,DC,District of Columbia,Expected Life Cycle of Programs,RES,residential,3709,1863,111125,0,thousand dollars,thousand dollars,megawatthours,megawatts
3754,2014,CT,Connecticut,Expected Life Cycle of Programs,RES,residential,21738,58665,1412236,17.8,thousand dollars,thousand dollars,megawatthours,megawatts
3755,2014,CO,Colorado,Expected Life Cycle of Programs,RES,residential,11297,18787,2153209,50.3,thousand dollars,thousand dollars,megawatthours,megawatts
3756,2014,CA,California,Expected Life Cycle of Programs,RES,residential,249088,199005,10492723,221.4,thousand dollars,thousand dollars,megawatthours,megawatts
3757,2014,AZ,Arizona,Expected Life Cycle of Programs,RES,residential,31147,34838,5080719,150,thousand dollars,thousand dollars,megawatthours,megawatts
3758,2014,AR,Arkansas,Expected Life Cycle of Programs,RES,residential,9602,17244,988096,26.5,thousand dollars,thousand dollars,megawatthours,megawatts
3759,2014,AL,Alabama,Expected Life Cycle of Programs,RES,residential,2881,3323,557133,9.1,thousand dollars,thousand dollars,megawatthours,megawatts
3760,2014,AK,Alaska,Expected Life Cycle of Programs,RES,residential,70,0,4324,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
3761,2014,WI,Wisconsin,Expected Life Cycle of Programs,IND,industrial,7082,10599,2118541,53.1,thousand dollars,thousand dollars,megawatthours,megawatts
3762,2014,WA,Washington,Expected Life Cycle of Programs,IND,industrial,6056,22899,2931630,14.9,thousand dollars,thousand dollars,megawatthours,megawatts
3763,2014,VT,Vermont,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3764,2014,WY,Wyoming,Expected Life Cycle of Programs,IND,industrial,688,406,56673,.5,thousand dollars,thousand dollars,megawatthours,megawatts
3765,2014,WV,West Virginia,Expected Life Cycle of Programs,IND,industrial,399,316,89921,.6,thousand dollars,thousand dollars,megawatthours,megawatts
3766,2014,VA,Virginia,Expected Life Cycle of Programs,IND,industrial,1,30,11786,0,thousand dollars,thousand dollars,megawatthours,megawatts
3767,2014,UT,Utah,Expected Life Cycle of Programs,IND,industrial,6108,2161,436081,2.9,thousand dollars,thousand dollars,megawatthours,megawatts
3768,2014,US,United States,Expected Life Cycle of Programs,IND,industrial,208095,327227,39626390,672.4,thousand dollars,thousand dollars,megawatthours,megawatts
3769,2014,TX,Texas,Expected Life Cycle of Programs,IND,industrial,752,1956,296018,23.2,thousand dollars,thousand dollars,megawatthours,megawatts
3770,2014,TN,Tennessee,Expected Life Cycle of Programs,IND,industrial,2350,13713,1822116,16,thousand dollars,thousand dollars,megawatthours,megawatts
3771,2014,SD,South Dakota,Expected Life Cycle of Programs,IND,industrial,206,259,55371,28.8,thousand dollars,thousand dollars,megawatthours,megawatts
3772,2014,SC,South Carolina,Expected Life Cycle of Programs,IND,industrial,595,1934,81344,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
3773,2014,RI,Rhode Island,Expected Life Cycle of Programs,IND,industrial,2876,14545,980314,9.5,thousand dollars,thousand dollars,megawatthours,megawatts
3774,2014,PA,Pennsylvania,Expected Life Cycle of Programs,IND,industrial,12172,7235,2373023,20.7,thousand dollars,thousand dollars,megawatthours,megawatts
3775,2014,OR,Oregon,Expected Life Cycle of Programs,IND,industrial,12244,19403,2175076,1.8,thousand dollars,thousand dollars,megawatthours,megawatts
3776,2014,OK,Oklahoma,Expected Life Cycle of Programs,IND,industrial,87,37,41438,.3,thousand dollars,thousand dollars,megawatthours,megawatts
3777,2014,OH,Ohio,Expected Life Cycle of Programs,IND,industrial,15602,22434,5124585,50.2,thousand dollars,thousand dollars,megawatthours,megawatts
3778,2014,NY,New York,Expected Life Cycle of Programs,IND,industrial,9787,32725,2838347,12.9,thousand dollars,thousand dollars,megawatthours,megawatts
3779,2014,NV,Nevada,Expected Life Cycle of Programs,IND,industrial,196,244,53735,.7,thousand dollars,thousand dollars,megawatthours,megawatts
3780,2014,NM,New Mexico,Expected Life Cycle of Programs,IND,industrial,1423,1383,196744,175.2,thousand dollars,thousand dollars,megawatthours,megawatts
3781,2014,NJ,New Jersey,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3782,2014,NH,New Hampshire,Expected Life Cycle of Programs,IND,industrial,780,2723,214498,6.6,thousand dollars,thousand dollars,megawatthours,megawatts
3783,2014,NE,Nebraska,Expected Life Cycle of Programs,IND,industrial,221,1607,249772,18.4,thousand dollars,thousand dollars,megawatthours,megawatts
3784,2014,ND,North Dakota,Expected Life Cycle of Programs,IND,industrial,69,43,8396,12.5,thousand dollars,thousand dollars,megawatthours,megawatts
3785,2014,NC,North Carolina,Expected Life Cycle of Programs,IND,industrial,73,203,26397,2.2,thousand dollars,thousand dollars,megawatthours,megawatts
3786,2014,MT,Montana,Expected Life Cycle of Programs,IND,industrial,3,863,50917,0,thousand dollars,thousand dollars,megawatthours,megawatts
3787,2014,MS,Mississippi,Expected Life Cycle of Programs,IND,industrial,607,3539,413857,14,thousand dollars,thousand dollars,megawatthours,megawatts
3788,2014,MO,Missouri,Expected Life Cycle of Programs,IND,industrial,57,205,23259,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
3789,2014,MN,Minnesota,Expected Life Cycle of Programs,IND,industrial,22982,7782,1828086,23.4,thousand dollars,thousand dollars,megawatthours,megawatts
3790,2014,MI,Michigan,Expected Life Cycle of Programs,IND,industrial,2936,6383,1078983,10,thousand dollars,thousand dollars,megawatthours,megawatts
3791,2014,ME,Maine,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3792,2014,MD,Maryland,Reporting Year,IND,industrial,1089,3617,25274,3.9,thousand dollars,thousand dollars,megawatthours,megawatts
3793,2014,MA,Massachusetts,Reporting Year,IND,industrial,7027,31179,123947,18.3,thousand dollars,thousand dollars,megawatthours,megawatts
3794,2014,LA,Louisiana,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3795,2014,KY,Kentucky,Reporting Year,IND,industrial,426,2458,27557,3,thousand dollars,thousand dollars,megawatthours,megawatts
3796,2014,KS,Kansas,Reporting Year,IND,industrial,0,10,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3797,2014,IN,Indiana,Reporting Year,IND,industrial,917,2021,17617,2.8,thousand dollars,thousand dollars,megawatthours,megawatts
3798,2014,IL,Illinois,Reporting Year,IND,industrial,289,1776,8787,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
3799,2014,ID,Idaho,Reporting Year,IND,industrial,2982,7644,68515,9.8,thousand dollars,thousand dollars,megawatthours,megawatts
3800,2014,IA,Iowa,Reporting Year,IND,industrial,6293,28617,232262,32.7,thousand dollars,thousand dollars,megawatthours,megawatts
3801,2014,HI,Hawaii,Reporting Year,IND,industrial,32,77,663,.1,thousand dollars,thousand dollars,megawatthours,megawatts
3802,2014,GA,Georgia,Reporting Year,IND,industrial,76,72,3225,0,thousand dollars,thousand dollars,megawatthours,megawatts
3803,2014,FL,Florida,Reporting Year,IND,industrial,2,179,1357,.8,thousand dollars,thousand dollars,megawatthours,megawatts
3804,2014,DE,Delaware,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3805,2014,DC,District of Columbia,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3806,2014,CT,Connecticut,Reporting Year,IND,industrial,5102,12860,49279,6.5,thousand dollars,thousand dollars,megawatthours,megawatts
3807,2014,CO,Colorado,Reporting Year,IND,industrial,3557,8334,60718,11.6,thousand dollars,thousand dollars,megawatthours,megawatts
3808,2014,CA,California,Reporting Year,IND,industrial,66097,35327,340307,58.5,thousand dollars,thousand dollars,megawatthours,megawatts
3809,2014,AZ,Arizona,Reporting Year,IND,industrial,1860,2994,27382,8.2,thousand dollars,thousand dollars,megawatthours,megawatts
3810,2014,AR,Arkansas,Reporting Year,IND,industrial,4978,10130,63782,8.9,thousand dollars,thousand dollars,megawatthours,megawatts
3811,2014,AL,Alabama,Reporting Year,IND,industrial,1016,4305,49663,5,thousand dollars,thousand dollars,megawatthours,megawatts
3812,2014,AK,Alaska,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3813,2014,WY,Wyoming,Expected Life Cycle of Programs,COM,commercial,1157,904,86042,.9,thousand dollars,thousand dollars,megawatthours,megawatts
3814,2014,WV,West Virginia,Expected Life Cycle of Programs,COM,commercial,2441,1826,482747,2.7,thousand dollars,thousand dollars,megawatthours,megawatts
3815,2014,VA,Virginia,Expected Life Cycle of Programs,COM,commercial,4228,12572,949639,4.7,thousand dollars,thousand dollars,megawatthours,megawatts
3816,2014,UT,Utah,Expected Life Cycle of Programs,COM,commercial,7398,10485,1037066,16.4,thousand dollars,thousand dollars,megawatthours,megawatts
3817,2014,US,United States,Expected Life Cycle of Programs,COM,commercial,911967,1561358,156171166,3308.3,thousand dollars,thousand dollars,megawatthours,megawatts
3818,2014,TX,Texas,Expected Life Cycle of Programs,COM,commercial,7937,58880,4578683,103.7,thousand dollars,thousand dollars,megawatthours,megawatts
3819,2014,TN,Tennessee,Expected Life Cycle of Programs,COM,commercial,6702,8160,1294123,19,thousand dollars,thousand dollars,megawatthours,megawatts
3820,2014,SD,South Dakota,Expected Life Cycle of Programs,COM,commercial,1504,762,145486,12.2,thousand dollars,thousand dollars,megawatthours,megawatts
3821,2014,SC,South Carolina,Expected Life Cycle of Programs,COM,commercial,5627,15477,1184150,197.6,thousand dollars,thousand dollars,megawatthours,megawatts
3822,2014,RI,Rhode Island,Expected Life Cycle of Programs,COM,commercial,4692,23731,1599459,15.5,thousand dollars,thousand dollars,megawatthours,megawatts
3823,2014,PA,Pennsylvania,Expected Life Cycle of Programs,COM,commercial,32981,39489,10841055,52.7,thousand dollars,thousand dollars,megawatthours,megawatts
3824,2014,OR,Oregon,Expected Life Cycle of Programs,COM,commercial,23454,29836,2869380,4,thousand dollars,thousand dollars,megawatthours,megawatts
3825,2014,OK,Oklahoma,Expected Life Cycle of Programs,COM,commercial,1705,7116,726986,11.5,thousand dollars,thousand dollars,megawatthours,megawatts
3826,2014,OH,Ohio,Expected Life Cycle of Programs,COM,commercial,15333,27946,5175709,270.3,thousand dollars,thousand dollars,megawatthours,megawatts
3827,2014,ME,Maine,Expected Life Cycle of Programs,TOT,all sectors,5166,15779,2049922,18.7,thousand dollars,thousand dollars,megawatthours,megawatts
3828,2014,MD,Maryland,Expected Life Cycle of Programs,TOT,all sectors,67755,216698,7431783,128.6,thousand dollars,thousand dollars,megawatthours,megawatts
3829,2014,MA,Massachusetts,Expected Life Cycle of Programs,TOT,all sectors,121783,383885,13876426,185.3,thousand dollars,thousand dollars,megawatthours,megawatts
3830,2014,LA,Louisiana,Expected Life Cycle of Programs,TOT,all sectors,1859,2751,231481,79.6,thousand dollars,thousand dollars,megawatthours,megawatts
3831,2014,KY,Kentucky,Expected Life Cycle of Programs,TOT,all sectors,24513,18096,2223197,95.6,thousand dollars,thousand dollars,megawatthours,megawatts
3832,2014,KS,Kansas,Expected Life Cycle of Programs,TOT,all sectors,12,498,27195,5.1,thousand dollars,thousand dollars,megawatthours,megawatts
3833,2014,IN,Indiana,Expected Life Cycle of Programs,TOT,all sectors,59758,58007,7244959,517.8,thousand dollars,thousand dollars,megawatthours,megawatts
3834,2014,IL,Illinois,Expected Life Cycle of Programs,TOT,all sectors,63400,125048,14665652,240.7,thousand dollars,thousand dollars,megawatthours,megawatts
3835,2014,ID,Idaho,Expected Life Cycle of Programs,TOT,all sectors,15557,16924,1774562,21.6,thousand dollars,thousand dollars,megawatthours,megawatts
3836,2014,IA,Iowa,Expected Life Cycle of Programs,TOT,all sectors,25771,87337,7700201,111.1,thousand dollars,thousand dollars,megawatthours,megawatts
3837,2014,HI,Hawaii,Expected Life Cycle of Programs,TOT,all sectors,13842,20861,1610395,28.1,thousand dollars,thousand dollars,megawatthours,megawatts
3838,2014,GA,Georgia,Expected Life Cycle of Programs,TOT,all sectors,18423,19339,3583405,78.7,thousand dollars,thousand dollars,megawatthours,megawatts
3839,2014,FL,Florida,Expected Life Cycle of Programs,TOT,all sectors,40134,37870,2245774,441.4,thousand dollars,thousand dollars,megawatthours,megawatts
3840,2014,DE,Delaware,Expected Life Cycle of Programs,TOT,all sectors,0,1450,60665,0,thousand dollars,thousand dollars,megawatthours,megawatts
3841,2014,DC,District of Columbia,Expected Life Cycle of Programs,TOT,all sectors,9208,6594,518264,0,thousand dollars,thousand dollars,megawatthours,megawatts
3842,2014,CT,Connecticut,Expected Life Cycle of Programs,TOT,all sectors,53213,118561,4288871,49.3,thousand dollars,thousand dollars,megawatthours,megawatts
3843,2014,CO,Colorado,Expected Life Cycle of Programs,TOT,all sectors,26972,52481,5992130,99.9,thousand dollars,thousand dollars,megawatthours,megawatts
3844,2014,CA,California,Expected Life Cycle of Programs,TOT,all sectors,592252,466982,34818561,584.7,thousand dollars,thousand dollars,megawatthours,megawatts
3845,2014,AZ,Arizona,Expected Life Cycle of Programs,TOT,all sectors,51098,69862,11354532,230.2,thousand dollars,thousand dollars,megawatthours,megawatts
3846,2014,AR,Arkansas,Expected Life Cycle of Programs,TOT,all sectors,21945,42128,2888062,50.5,thousand dollars,thousand dollars,megawatthours,megawatts
3847,2014,AL,Alabama,Expected Life Cycle of Programs,TOT,all sectors,5149,8449,1262799,18.6,thousand dollars,thousand dollars,megawatthours,megawatts
3848,2014,AK,Alaska,Expected Life Cycle of Programs,TOT,all sectors,70,0,4324,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
3849,2014,WI,Wisconsin,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3850,2014,WA,Washington,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3851,2014,VT,Vermont,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3852,2014,WY,Wyoming,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
